cases,customer,item_type,material,ph_level2,ph_level3,sku,sku_description,uom,warehouse,__idx
24,ALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Shenyang_PG,280
24,ALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,TCDC_TMALL,281
24,ALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Taicang_PG,282
24,ALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Wuhan_PG,283
24,ALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xian_PG,284
24,ALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xiqing_PG,285
24,ALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xiqing_TMALL,286
24,DY,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,ALL,287
24,DY,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Luogang_DY,288
24,DY,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Luogang_PG,289
24,DY,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Taicang_DY,290
24,DY,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Taicang_PG,291
24,DY,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xiqing_DY,292
24,DY,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xiqing_PG,293
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,ALL,294
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Chengdu_JD,295
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Luogang_JD,296
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Shenyang_JD,297
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Taicang_JD,298
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Wuhan_JD,299
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xian_JD,300
24,JD,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xiqing_JD,301
24,TMALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,ALL,302
24,TMALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Luogang_TMALL,303
24,TMALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,TCDC_TMALL,304
24,TMALL,Cream,82314745,Ultra Repair,FAB,815517026036,FAB UT RPAR CRM 2.0OZ 56.7GX24 JAR JUL20,G,Xiqing_TMALL,305
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Chengdu_PG,306
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Luogang_PG,307
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Luogang_TMALL,308
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Shenyang_PG,309
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,TCDC_TMALL,310
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Taicang_PG,311
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Wuhan_PG,312
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xian_PG,313
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xiqing_PG,314
24,ALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xiqing_TMALL,315
24,DY,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,ALL,316
24,DY,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Luogang_DY,317
24,DY,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Luogang_PG,318
24,DY,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Taicang_DY,319
24,DY,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Taicang_PG,320
24,DY,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xiqing_DY,321
24,DY,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xiqing_PG,322
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,ALL,323
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Chengdu_JD,324
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Luogang_JD,325
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Shenyang_JD,326
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Taicang_JD,327
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Wuhan_JD,328
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xian_JD,329
24,JD,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xiqing_JD,330
24,TMALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,ALL,331
24,TMALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Luogang_TMALL,332
24,TMALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,TCDC_TMALL,333
24,TMALL,Moisturizer,82314723,Ultra Repair,FAB,815517026043,FAB UTRP MOISTURIZER 1.7OZ 50MLX24 SEP20,ML,Xiqing_TMALL,334
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Chengdu_PG,335
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Luogang_PG,336
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Luogang_TMALL,337
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Shenyang_PG,338
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,TCDC_TMALL,339
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Taicang_PG,340
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Wuhan_PG,341
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xian_PG,342
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xiqing_PG,343
24,ALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xiqing_TMALL,344
24,DY,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,ALL,345
24,DY,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Luogang_DY,346
24,DY,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Luogang_PG,347
24,DY,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Taicang_DY,348
24,DY,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Taicang_PG,349
24,DY,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xiqing_DY,350
24,DY,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xiqing_PG,351
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,ALL,352
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Chengdu_JD,353
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Chengdu_PG,354
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Luogang_JD,355
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Shenyang_JD,356
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Taicang_JD,357
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Wuhan_JD,358
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xian_JD,359
24,JD,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xiqing_JD,360
24,TMALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,ALL,361
24,TMALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Luogang_TMALL,362
24,TMALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,TCDC_TMALL,363
24,TMALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xiqing_PG,364
24,TMALL,Serum,82314724,Ultra Repair,FAB,815517026050,FAB UT RP HYDR SERUM 1.7OZ 50MLX24 SEP20,ML,Xiqing_TMALL,365
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Chengdu_PG,366
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Luogang_PG,367
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Luogang_TMALL,368
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Shenyang_PG,369
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,TCDC_TMALL,370
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Taicang_PG,371
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Wuhan_PG,372
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xian_PG,373
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xiqing_PG,374
12,ALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xiqing_TMALL,375
12,DY,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,ALL,376
12,DY,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Luogang_DY,377
12,DY,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Luogang_PG,378
12,DY,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Taicang_DY,379
12,DY,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Taicang_PG,380
12,DY,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xiqing_DY,381
12,DY,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xiqing_PG,382
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,ALL,383
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Chengdu_JD,384
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Luogang_JD,385
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Shenyang_JD,386
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Taicang_JD,387
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Wuhan_JD,388
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xian_JD,389
12,JD,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xiqing_JD,390
12,TMALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,ALL,391
12,TMALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Luogang_TMALL,392
12,TMALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,TCDC_TMALL,393
12,TMALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xiqing_PG,394
12,TMALL,Mask,82314750,Ultra Repair,FAB,815517026067,FAB UTRP OAT TNR 6.0OZ177MLX12 JUL20,ML,Xiqing_TMALL,395
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Chengdu_PG,396
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Luogang_PG,397
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Luogang_TMALL,398
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Shenyang_PG,399
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,TCDC_TMALL,400
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Taicang_PG,401
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Wuhan_PG,402
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xian_PG,403
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xiqing_PG,404
24,ALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xiqing_TMALL,405
24,DY,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,ALL,406
24,DY,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Luogang_DY,407
24,DY,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Luogang_PG,408
24,DY,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Taicang_DY,409
24,DY,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Taicang_PG,410
24,DY,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xiqing_DY,411
24,DY,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xiqing_PG,412
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,ALL,413
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Chengdu_JD,414
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Chengdu_PG,415
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Luogang_JD,416
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Shenyang_JD,417
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Shenyang_PG,418
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Taicang_JD,419
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Wuhan_JD,420
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Wuhan_PG,421
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xian_JD,422
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xian_PG,423
24,JD,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xiqing_JD,424
24,TMALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,ALL,425
24,TMALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Luogang_TMALL,426
24,TMALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,TCDC_TMALL,427
24,TMALL,Cleanser,82314722,Face,FAB,815517026081,FAB GENT FOAM CLSR 4.5OZ 133MLX24 JUL20,ML,Xiqing_TMALL,428
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Chengdu_PG,429
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Luogang_PG,430
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Luogang_TMALL,431
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Shenyang_PG,432
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,TCDC_TMALL,433
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Taicang_PG,434
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Wuhan_PG,435
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xian_PG,436
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xiqing_PG,437
24,ALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xiqing_TMALL,438
24,DY,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,ALL,439
24,DY,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Luogang_DY,440
24,DY,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Luogang_PG,441
24,DY,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Taicang_DY,442
24,DY,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Taicang_PG,443
24,DY,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xiqing_DY,444
24,DY,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xiqing_PG,445
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,ALL,446
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Chengdu_JD,447
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Luogang_JD,448
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Shenyang_JD,449
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Taicang_JD,450
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Wuhan_JD,451
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xian_JD,452
24,JD,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xiqing_JD,453
24,TMALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,ALL,454
24,TMALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Luogang_TMALL,455
24,TMALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,TCDC_TMALL,456
24,TMALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xiqing_PG,457
24,TMALL,Cream,82314746,Ultra Repair,FAB,815517026265,FAB UT RPAR CRM 4.0OZ 113GX24 JAR JUL20,G,Xiqing_TMALL,458
24,ALL,Pads,80729284,Face,FAB,815517026272,FAB FACIAL RADIANCE PADS 28PCSX24 SEP 22,Pcs,Chengdu_PG,459
24,ALL,Pads,80729284,Face,FAB,815517026272,FAB FACIAL RADIANCE PADS 28PCSX24 SEP 22,Pcs,Luogang_PG,460
